"documents","link","keywords"
"https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021/government-grants-statistics-2020-to-2021","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","survey, impact, interview, realist, monitoring, performance, simulation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064914/Government_grants_statistical_tables_2020_to_2021.ods","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064919/Government_Grants_Register_2020_to_2021.ods","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","evaluation, impact, survey, interview"
"https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021/government-grants-statistics-development-plan","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","evaluation, impact, survey, interview"
"https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021/quality-and-methodology-information-for-government-grants-data-and-statistics","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","evaluation, impact, interview, survey, case study, monitoring"
"https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021/government-grants-data-and-statistics-2020-to-2021-pre-release-access-list","https://www.gov.uk/government/statistics/government-grants-statistics-2020-to-2021","evaluation, impact, interview, survey, case study, monitoring"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021/main-findings-childrens-social-care-in-england-2021","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, survey, interview, impact, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1077296/Children_s_social_care_in_England_2021_underlying_data.xlsx","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, impact, interview, survey, case study, monitoring"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999898/LA_level_at_31_March_2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, impact, interview, survey, case study, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999898/LA_level_at_31_March_2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, survey, case study, interview, impact, monitoring, performance"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999899/LA_level_in_year_2020-2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, impact, survey, monitoring, interview, case study, performance"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999899/LA_level_in_year_2020-2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","interview, survey, impact, monitoring, evaluation"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999901/Provider_level_at_31_March_2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","interview, impact, survey, performance, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999901/Provider_level_at_31_March_2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","performance, ethnography, interview, focus group, survey, impact, systematic review, realist, monitoring, evaluation, case study, experimental"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999902/Provider_level_in_year_2020-2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999902/Provider_level_in_year_2020-2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","realist, interview, performance, ethnography, systematic review, experimental, impact, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999903/Providers_and_places_at_31_March_2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","realist, meta analysis, interview, performance, ethnography, systematic review, experimental, impact, survey"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999903/Providers_and_places_at_31_March_2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","interview"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/1077297/Leavers_and_joiners_at_31_March_2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","evaluation, impact, performance, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1077297/Leavers_and_joiners_at_31_March_2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","experimental, evaluation, survey"
"https://www.gov.uk/government/uploads/system/uploads/attachment_data/file/999897/LA_inspections_2009-2021.csv/preview","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/999897/LA_inspections_2009-2021.csv","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","experimental, monitoring, survey, impact, rct, evaluation"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021/methodology-report-childrens-social-care-in-england-2020-to-2021","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","survey, monitoring, impact"
"https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021/pre-release-access-list-childrens-social-care-in-england-2020-to-2021","https://www.gov.uk/government/statistics/childrens-social-care-data-in-england-2021","survey, monitoring"
"https://www.gov.uk/government/publications/final-report-of-the-ockenden-review/ockenden-review-summary-of-findings-conclusions-and-essential-actions","https://www.gov.uk/government/publications/final-report-of-the-ockenden-review","monitoring, survey, rct, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064302/Final-Ockenden-Report-web-accessible.pdf","https://www.gov.uk/government/publications/final-report-of-the-ockenden-review","experimental, monitoring, survey, impact, rct, evaluation"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1064303/Final-Ockenden-Report-print-ready.pdf","https://www.gov.uk/government/publications/final-report-of-the-ockenden-review","survey, monitoring, impact"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1073967/hpr0422_shngls-vc_v2.pdf","https://www.gov.uk/government/publications/herpes-zoster-shingles-immunisation-programme-2020-to-2021-evaluation-reports","survey, monitoring"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1063434/hpr0422_shngls-vc_2020-to-2021.ods","https://www.gov.uk/government/publications/herpes-zoster-shingles-immunisation-programme-2020-to-2021-evaluation-reports","monitoring, survey, rct, impact"
"https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental/child-maintenance-service-statistics-data-to-december-2021-experimental","https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental",NA
"https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental/background-information-for-child-maintenance-service-csa-arrears-data","https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1063596/national-tables-child-maintenance-service-to-dec-2021.ods","https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental",NA
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1063597/csa-arrears-data-to-december-2021.ods","https://www.gov.uk/government/statistics/child-maintenance-service-statistics-data-to-december-2021-experimental","impact, survey"
"https://www.gov.uk/government/publications/technology-research-and-innovation-grants-accessibility-trig-a-2021-programme-outcomes/technology-research-and-innovation-grants-accessibility-trig-a-2021-programme-report","https://www.gov.uk/government/publications/technology-research-and-innovation-grants-accessibility-trig-a-2021-programme-outcomes",NA
"https://www.gov.uk/government/publications/screening-information-working-towards-an-international-consensus/working-towards-an-international-consensus-on-core-standards-for-screening-information-executive-summary","https://www.gov.uk/government/publications/screening-information-working-towards-an-international-consensus",NA
"https://www.gov.uk/government/publications/statistical-work-plans/dcms-official-statistics-workplan-202223","https://www.gov.uk/government/publications/statistical-work-plans","survey"
"https://www.gov.uk/government/publications/statistical-work-plans/dcms-official-statistics-workplan-202122","https://www.gov.uk/government/publications/statistical-work-plans","monitoring, survey"
"https://www.gov.uk/government/publications/statistical-work-plans/dcms-statistics-workplan-202021","https://www.gov.uk/government/publications/statistical-work-plans","survey"
"https://www.gov.uk/government/publications/statistical-work-plans/dcms-statistics-workplan-201920","https://www.gov.uk/government/publications/statistical-work-plans","evaluation, survey, impact, focus group, interview, polling, experimental"
"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/735728/DCMS_Statistics_Workplan_2018-19_DRAFT.pdf","https://www.gov.uk/government/publications/statistical-work-plans","evaluation, survey, impact, interview, focus group, realist, monitoring, performance"
