"link","updated","title","summary"
"https://www.gov.uk/government/publications/ssac-occasional-paper-26-the-future-of-working-age-contributory-benefits-for-those-not-in-paid-work","2022-10-24T10:00:04Z","SSAC Occasional Paper 26: The future of working age contributory benefits for those not in paid work","This report assesses the future of working age contributory benefits for those not in paid work.
"
"https://www.gov.uk/government/publications/a-review-of-the-quality-of-t-level-courses-interim-report","2022-10-24T09:23:21Z","A review of the quality of T-level courses: interim report","A report <mark>evaluating</mark> the quality of new T-level courses based on a sample of providers."
"https://www.gov.uk/government/statistics/agriculture-in-the-united-kingdom-2021","2022-10-21T14:58:22Z","Agriculture in the United Kingdom 2021","Annual statistics about agriculture in the United Kingdom. "
"https://www.gov.uk/government/statistics/learning-disability-services-monthly-statistics-at-september-2022-mhsds-july-2022-final","2022-10-20T08:30:06Z","Learning Disability Services Monthly Statistics, AT: September 2022, MHSDS: July 2022 Final","Latest Monthly statistics from the Assuring Transformation collection and MHSDS collection."
"https://www.gov.uk/government/publications/pay-comparability-for-medical-and-dental-officers-in-the-armed-forces","2022-10-18T11:00:04Z","Pay comparability for medical and dental officers in the armed forces","The work from IDR compares pay for MODOs with equivalent roles in the NHS. Supplementary work on take-home pay also takes into account pension contributions."
"https://www.gov.uk/government/publications/lffn-wave-1-interim-evaluation-schools-project","2022-10-17T10:51:03Z","LFFN Wave 1 Interim Evaluation Schools Project","Local Full Fibre Networks Wave 1 Schools Project - Interim <mark>Evaluation</mark> Report"
"https://www.gov.uk/government/publications/benefits-of-rural-mobile-coverage","2022-10-17T10:50:55Z","Benefits of Rural Mobile Coverage","A report on the challenges faced by people living in rural areas with poor mobile coverage and indicates where future connectivity improvements could improve people’s lives."
"https://www.gov.uk/government/publications/blackpool-connectivity-and-tourism-a-lffn-case-study","2022-10-17T10:50:49Z","Blackpool - Connectivity and Tourism. A LFFN case study","Blackpool - Connectivity and Tourism
A LFFN Case Study
June 2022 

Benefits Realisation and <mark>Evaluation</mark> Team (Demand Side)…"
"https://www.gov.uk/government/publications/scoping-culture-and-heritage-capital-report","2022-10-13T14:08:23Z","Scoping culture and heritage capital report","A report scoping how the value of arts, culture and heritage can be articulated and measured based on DCMS’s Culture and Heritage Capital approach"
"https://www.gov.uk/government/statistics/ppe-distribution-england-1-march-to-31-march-2022","2022-10-13T12:59:36Z","PPE distribution (England): 1 March to 31 March 2022","Experimental statistics about PPE (personal protective equipment) deliveries and related documents."
"https://www.gov.uk/government/publications/an-evaluation-of-shared-reading-in-pipes","2022-10-13T09:22:00Z","An Evaluation of Shared Reading in PIPEs","A study looking at a shared reading initiative and its contribution to Psychologically Informed Planned Environments (PIPEs) in prisons."
"https://www.gov.uk/government/publications/national-evaluation-of-the-male-opd-pathway","2022-10-13T09:22:00Z","National Evaluation of the Male OPD Pathway","An <mark>evaluation</mark> exploring the first 5 years of the whole system approach of the Joint NHS and HMPPS Offender Personality Disorder (OPD) Pathway."
"https://www.gov.uk/government/publications/evaluation-of-psychologically-informed-planned-environments","2022-10-13T09:21:36Z","Evaluation of Psychologically Informed Planned Environments","A study looking at how Psychologically Informed Planned Environments (PIPEs) are experienced and whether there are indications of effectiveness."
"https://www.gov.uk/government/statistics/ppe-distribution-england-quarterly-update-to-30-september-2022","2022-10-13T08:30:05Z","PPE distribution (England): quarterly update to 30 September 2022","Experimental statistics about personal protective equipment (PPE) deliveries and related documents."
"https://www.gov.uk/government/statistics/mental-health-services-monthly-statistics-performance-july-provisional-august-2022","2022-10-13T08:30:04Z","Mental Health Services Monthly Statistics, Performance July, Provisional August 2022","This publication provides the most timely statistics available relating to NHS funded secondary mental health, learning disabilities and autism services in England. This information will be of use to people needing access to…"
"https://www.gov.uk/government/statistics/2-hour-urgent-community-response-performance-metrics-for-august-2022-provisional-and-july-2022-final","2022-10-13T08:30:03Z","2-hour Urgent Community Response Performance metrics for August 2022 (provisional), and July 2022 (final)","Monthly 2-hour Urgent Community Response (UCR) monthly key performance indicators"
"https://www.gov.uk/government/statistics/fit-notes-issued-by-gp-practices-england-june-2022","2022-10-13T08:30:03Z","Fit Notes Issued by GP Practices, England, June 2022","Fit notes issued by GP practices in England"
"https://www.gov.uk/government/publications/coronavirus-job-retention-scheme-qualitative-research-with-employers","2022-10-12T23:15:02Z","Coronavirus Job Retention Scheme: qualitative research with employers","Qualitative research with employers to explore the delivery and early impact of the Coronavirus Job Retention Scheme."
"https://www.gov.uk/government/publications/coronavirus-job-retention-scheme-quantitative-research-with-employers-and-agents","2022-10-12T23:15:02Z","Coronavirus Job Retention Scheme: quantitative research with employers and agents","Quantitative research with employers and agents to explore the delivery and early impact of the Coronavirus Job Retention Scheme."
"https://www.gov.uk/government/publications/the-self-employment-income-support-scheme-interim-evaluation","2022-10-12T23:15:00Z","The Self-Employment Income Support Scheme interim evaluation","A joint <mark>evaluation</mark> by HM Treasury and HM Revenue and Customs of the Self-Employment Income Support Scheme."
"https://www.gov.uk/government/publications/the-coronavirus-job-retention-scheme-interim-evaluation","2022-10-12T23:15:00Z","The Coronavirus Job Retention Scheme interim evaluation","A joint <mark>evaluation</mark> by HM Treasury and HM Revenue and Customs of the early stages of the Coronavirus Job Retention Scheme.…"
"https://www.gov.uk/government/publications/seven-features-of-practice-and-seven-outcomes-framework","2022-10-12T08:32:36Z","Seven features of practice and seven outcomes framework","Best practice framework for children&#x27;s social care practice systems following the children&#x27;s social care innovation programme round 1 <mark>evaluation</mark>."
"https://www.gov.uk/government/statistics/community-services-statistics-july-2022","2022-10-10T09:15:00Z","Community Services Statistics, July 2022","This publication reports information from the CSDS. This is a patient-level dataset providing information relating to NHS-funded community services. These services can include health centres, schools and mental health trusts…"
"https://www.gov.uk/government/publications/awc-opinion-on-the-welfare-implications-of-using-virtual-fencing-for-livestock","2022-10-10T08:30:08Z","AWC opinion on the welfare implications of using virtual fencing for livestock","Animal Welfare Committee opinion on the welfare implications of using virtual fencing systems to contain, move and monitor livestock in the UK."
"https://www.gov.uk/government/publications/rapid-c-19-oversight-group-report-to-chief-medical-officer-review-of-evusheld","2022-10-06T13:00:00Z","RAPID C-19 Oversight Group report: review of Evusheld","A summary of the evidence on efficacy of Evusheld as a prophylactic treatment for coronavirus (COVID-19) considered by the RAPID C-19 Oversight Group."
