"documents","keywords"
"https://www.gov.uk/government/statistics/antenatal-screening-standards-data-report-2019-to-2020/antenatal-screening-standards-data-report-1-april-2019-to-31-march-2020","performance, monitoring, evaluation, impact, survey"
"https://www.gov.uk/government/statistics/antenatal-screening-standards-data-report-2019-to-2020/update-on-recommendations-from-2018-to-2019","performance, survey"
"https://www.gov.uk/government/statistics/background-quality-report-coronavirus-job-retention-scheme-statistics/background-quality-report-coronavirus-job-retention-scheme-statistics","evaluation, experimental, survey"
"https://www.gov.uk/government/statistics/background-quality-report-self-employment-income-support-scheme-statistics/background-quality-report-self-employment-income-scheme-statistics","evaluation, impact, experimental, survey"
"https://www.gov.uk/government/statistics/business-population-estimates-2021/business-population-estimates-for-the-uk-and-regions-2021-statistical-release-html","survey, monitoring, impact"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2016/childcare-providers-and-inspections-key-findings-as-at-31-august-2016","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2017/childcare-providers-and-inspections-as-at-31-august-2017-main-findings","impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2018/childcare-providers-and-inspections-as-at-31-august-2018-main-findings","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2019/main-findings-childcare-providers-and-inspections-as-at-31-august-2019","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2019/methodology-and-quality-report-childcare-providers-and-inspections-as-at-31-august-2019","performance, impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2019/pre-release-access-list-childcare-providers-and-inspections-as-at-31-august-2019","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2020/main-findings-childcare-providers-and-inspections-as-at-31-august-2020","impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2020/methodology-report-childcare-providers-and-inspections-as-at-31-august-2020","impact, survey, performance"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2020/pre-release-access-list-childcare-providers-and-inspections-as-at-31-august-2020","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2021/main-findings-childcare-providers-and-inspections-as-at-31-august-2021","performance, impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2021/methodology-childcare-providers-and-inspections-as-at-31-august-2021","performance, impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-august-2021/pre-release-access-list-childcare-providers-and-inspections-as-at-31-august-2021","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2016/childcare-providers-and-inspections-as-at-31-december-2016","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2017/childcare-providers-and-inspections-as-at-31-december-2017-main-findings","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2018/childcare-providers-and-inspections-as-at-31-december-2018-main-findings","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2019/main-findings-childcare-providers-and-inspections-as-at-31-december-2019","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2019/methodology-and-quality-report-childcare-providers-and-inspections-as-at-31-december-2019","impact, survey, performance"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-december-2019/pre-release-access-list-childcare-providers-and-inspections-as-at-31-december-2019","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2017/childcare-providers-and-inspections-as-at-31-march-2017","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2018/childcare-providers-and-inspections-as-at-31-march-2018-main-findings","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2019/childcare-providers-and-inspections-as-at-31-march-2019-main-findings","performance, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2020/main-findings-childcare-providers-and-inspections-as-at-31-march-2020","impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2020/methodology-report-childcare-providers-and-inspections-as-at-31-march-2020","impact, survey, performance"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2020/pre-release-access-list-childcare-providers-and-inspections-as-at-31-march-2020","survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2021/main-findings-childcare-providers-and-inspections-as-at-31-march-2021","impact, survey"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2021/methodology-childcare-providers-and-inspections-as-at-31-march-2021","impact, survey, performance"
"https://www.gov.uk/government/statistics/childcare-providers-and-inspections-as-at-31-march-2021/pre-release-access-list-childcare-providers-and-inspections-as-at-31-march-2021","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/business-and-property-courts-guidance-document","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/civil-justice-statistics-quarterly-april-to-june-2021","impact, performance, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/guide-to-civil-justice-statistics-quarterly","impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/pre-release-list","performance, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/quality-statement","performance, impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-april-to-june-2021/sankey-case-progression-tool-and-guide","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/business-and-property-courts-guidance-document","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/civil-justice-statistics-quarterly-january-to-march-2021","impact, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/guide-to-civil-justice-statistics-quarterly","impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/pre-release-list","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/quality-statement","performance, impact, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-january-to-march-2021/sankey-case-progression-tool-guide","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2021/business-and-property-courts-guidance-document","survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2021/civil-justice-statistics-quarterly-july-to-september-2021","impact, performance, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2021/guide-to-civil-justice-statistics-quarterly","impact, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2021/pre-release-list","performance, evaluation, survey"
"https://www.gov.uk/government/statistics/civil-justice-statistics-quarterly-july-to-september-2021/quality-statement","performance, impact, survey"
